"","PLACE","TOT_POP","PCT_U18","PC_18_65","PCT_O65","MALE_FEM"
"746","Westbury village                                                                      ",13060,2677.3,8410.64,1985.12,92.2
"747","West Carthage village                                                                 ",2166,630.306,1228.122,305.406,88.6
"748","West Elmira CDP                                                                       ",5218,1267.974,2802.066,1147.96,80.8
"749","West End CDP                                                                          ",1825,374.125,1058.5,392.375,87.5
"750","Westfield village                                                                     ",3451,911.064,1880.795,655.69,79.4
"751","West Glens Falls CDP                                                                  ",5964,1604.316,3655.932,703.752,89.7
"752","Westhampton CDP                                                                       ",2129,523.734,1354.044,251.222,89.9
"753","Westhampton Beach village                                                             ",1571,254.502,980.304,337.765,91.7
"754","West Haverstraw village                                                               ",9183,2240.652,5812.839,1129.509,85.6
"755","West Hempstead CDP                                                                    ",17689,4033.092,10878.735,2777.173,90.4
"756","West Hills CDP                                                                        ",5849,1356.968,3854.491,637.541,95.3
"757","West Hurley CDP                                                                       ",2252,511.204,1459.296,281.5,91.4
"758","West Islip CDP                                                                        ",28419,6934.236,18586.026,2898.738,92.5
"759","Westmere CDP                                                                          ",6750,1269,4441.5,1039.5,88.7
"760","West Nyack CDP                                                                        ",3437,848.939,2292.479,292.145,95.4
"761","Weston Mills CDP                                                                      ",1750,432.25,1064,253.75,92
"762","West Point CDP                                                                        ",8024,1468.392,6539.56,16.048,332.9
"763","West Sand Lake CDP                                                                    ",2251,603.268,1442.891,204.841,94.5
"764","West Sayville CDP                                                                     ",4680,1226.16,2925,528.84,91
"765","West Seneca CDP                                                                       ",47866,10530.52,30203.446,7132.034,90.2
"766","Westvale CDP                                                                          ",5952,1255.872,2981.952,1714.176,79.6
"767","Wheatley Heights CDP                                                                  ",5027,1382.425,3322.847,321.728,91.1
"768","Whitehall village                                                                     ",3071,829.17,1722.831,518.999,88.2
"769","White Plains city                                                                     ",48718,8964.112,32153.88,7551.29,83.3
"770","Whitesboro village                                                                    ",4195,977.435,2462.465,755.1,80.4
"771","Whitney Point village                                                                 ",1054,326.74,586.024,141.236,88.3
"772","Williamsville village                                                                 ",5583,1004.94,3020.403,1557.657,68.8
"773","Williston Park village                                                                ",7516,1638.488,4697.5,1180.012,89
"774","Wilson village                                                                        ",1307,312.373,773.744,219.576,89.3
"775","Windsor village                                                                       ",1051,319.504,603.274,128.222,85.1
"776","Wolcott village                                                                       ",1544,418.424,881.624,243.952,82.3
"777","Woodbury CDP                                                                          ",8008,1737.736,4780.776,1489.488,77.3
"778","Woodmere CDP                                                                          ",15578,3505.05,9751.828,2321.122,91
"779","Woodsburgh village                                                                    ",1190,322.49,704.48,161.84,82.9
"780","Woodstock CDP                                                                         ",1870,364.65,1196.8,308.55,80.5
"781","Wurtsboro village                                                                     ",1048,309.16,627.752,111.088,85.7
"782","Wyandanch CDP                                                                         ",8950,3159.35,5244.7,545.95,79.5
"783","Wyantskill CDP                                                                        ",3329,729.051,1977.426,622.523,88.9
"784","Yaphank CDP                                                                           ",4637,978.407,3129.975,528.618,131.4
"785","Yonkers city                                                                          ",188082,40437.63,116610.84,30845.448,83.4
"786","Yorkshire CDP                                                                         ",1340,344.38,833.48,160.8,87.7
"787","Yorktown Heights CDP                                                                  ",7690,1960.95,4975.43,753.62,93.8
"788","Yorkville village                                                                     ",2972,638.98,1697.012,636.008,85.3
"789","Youngstown village                                                                    ",2075,543.65,1222.175,309.175,88.9
"790","Zena CDP                                                                              ",1177,310.728,781.528,83.567,92.9
